firstname,middlename,lastname,sortname,name,namemod,nickname,caucus,congress_numbers/0,congress_numbers/1,congress_numbers/2,current,description,district,startdate,enddate,address,contact_form,fax,office,rss_url,leadership_title,party,bioguideid,birthday,cspanid,gender,govtrack_link,osid,pvsid,twitterid,youtubeid,phone,role_type,senator_class,senator_rank,state,title,title_long,website,how
Lee,,Zeldin,"Zeldin, Lee (Rep.) [R-NY1]",Rep. Lee Zeldin [R-NY1],,,,115,,,TRUE,Representative for New York's 1st congressional district,1,1/3/17,1/3/19,1517 Longworth HOB; Washington DC 20515-3201,,202-225-3143,1517 Longworth House Office Building,,,Republican,Z000017,1/30/80,61616,male,https://www.govtrack.us/congress/members/lee_zeldin/412646,N00029404,,RepLeeZeldin,,202-225-3826,representative,,,NY,Rep.,Representative,https://zeldin.house.gov,
Kathleen,,Rice,"Rice, Kathleen (Rep.) [D-NY4]",Rep. Kathleen Rice [D-NY4],,,,115,,,TRUE,Representative for New York's 4th congressional district,4,1/3/17,1/3/19,1508 Longworth HOB; Washington DC 20515-3204,,202-225-5758,1508 Longworth House Office Building,,,Democrat,R000602,2/15/65,76332,female,https://www.govtrack.us/congress/members/kathleen_rice/412647,N00035927,127653,RepKathleenRice,,202-225-5516,representative,,,NY,Rep.,Representative,https://kathleenrice.house.gov,
Elise,,Stefanik,"Stefanik, Elise (Rep.) [R-NY21]",Rep. Elise Stefanik [R-NY21],,,,115,,,TRUE,Representative for New York's 21st congressional district,21,1/3/17,1/3/19,318 Cannon HOB; Washington DC 20515-3221,,202-226-0621,318 Cannon House Office Building,,,Republican,S001196,7/2/84,76364,female,https://www.govtrack.us/congress/members/elise_stefanik/412648,N00035523,152539,RepStefanik,,202-225-4611,representative,,,NY,Rep.,Representative,https://stefanik.house.gov,
John,,Katko,"Katko, John (Rep.) [R-NY24]",Rep. John Katko [R-NY24],,,,115,,,TRUE,Representative for New York's 24th congressional district,24,1/3/17,1/3/19,1620 Longworth HOB; Washington DC 20515-3224,,202-225-4042,1620 Longworth House Office Building,,,Republican,K000386,11/9/62,76367,male,https://www.govtrack.us/congress/members/john_katko/412649,N00035934,152546,RepJohnKatko,,202-225-3701,representative,,,NY,Rep.,Representative,https://katko.house.gov,
Steve,,Russell,"Russell, Steve (Rep.) [R-OK5]",Rep. Steve Russell [R-OK5],,,,115,,,TRUE,Representative for Oklahoma's 5th congressional district,5,1/3/17,1/3/19,128 Cannon HOB; Washington DC 20515-3605,,202-226-1463,128 Cannon House Office Building,,,Republican,R000604,5/25/63,77286,male,https://www.govtrack.us/congress/members/steve_russell/412650,N00036175,,RepRussell,,202-225-2132,representative,,,OK,Rep.,Representative,https://russell.house.gov,
Ryan,,Costello,"Costello, Ryan (Rep.) [R-PA6]",Rep. Ryan Costello [R-PA6],,,,115,,,TRUE,Representative for Pennsylvania's 6th congressional district,6,1/3/17,1/3/19,326 Cannon HOB; Washington DC 20515-3806,,202-225-8440,326 Cannon House Office Building,,,Republican,C001106,9/7/76,95125,male,https://www.govtrack.us/congress/members/ryan_costello/412651,N00031064,133557,RepRyanCostello,,202-225-4315,representative,,,PA,Rep.,Representative,https://costello.house.gov,
Brendan,,Boyle,"Boyle, Brendan (Rep.) [D-PA13]",Rep. Brendan Boyle [D-PA13],,,,115,,,TRUE,Representative for Pennsylvania's 13th congressional district,13,1/3/17,1/3/19,1133 Longworth HOB; Washington DC 20515-3813,,202-226-0611,1133 Longworth House Office Building,,,Democrat,B001296,2/6/77,76428,male,https://www.govtrack.us/congress/members/brendan_boyle/412652,N00035307,47357,CongBoyle,,202-225-6111,representative,,,PA,Rep.,Representative,https://boyle.house.gov,
John,,Ratcliffe,"Ratcliffe, John (Rep.) [R-TX4]",Rep. John Ratcliffe [R-TX4],,,,115,,,TRUE,Representative for Texas's 4th congressional district,4,1/3/17,1/3/19,325 Cannon HOB; Washington DC 20515-4304,,202-225-3332,325 Cannon House Office Building,,,Republican,R000601,10/20/65,76455,male,https://www.govtrack.us/congress/members/john_ratcliffe/412653,N00035972,147381,RepRatcliffe,,202-225-6673,representative,,,TX,Rep.,Representative,https://ratcliffe.house.gov,
Will,,Hurd,"Hurd, Will (Rep.) [R-TX23]",Rep. Will Hurd [R-TX23],,,,115,,,TRUE,Representative for Texas's 23rd congressional district,23,1/3/17,1/3/19,317 Cannon HOB; Washington DC 20515-4323,,,317 Cannon House Office Building,,,Republican,H001073,8/19/77,95176,male,https://www.govtrack.us/congress/members/will_hurd/412654,N00031417,116911,hurdonthehill,,202-225-4511,representative,,,TX,Rep.,Representative,https://hurd.house.gov,
Brian,,Babin,"Babin, Brian (Rep.) [R-TX36]",Rep. Brian Babin [R-TX36],,,,115,,,TRUE,Representative for Texas's 36th congressional district,36,1/3/17,1/3/19,316 Cannon HOB; Washington DC 20515-4336,,202-226-0396,316 Cannon House Office Building,,,Republican,B001291,3/23/48,44883,male,https://www.govtrack.us/congress/members/brian_babin/412655,N00005736,360,RepBrianBabin,,202-225-1555,representative,,,TX,Rep.,Representative,https://babin.house.gov,
Mia,,Love,"Love, Mia (Rep.) [R-UT4]",Rep. Mia Love [R-UT4],,,,115,,,TRUE,Representative for Utah's 4th congressional district,4,1/3/17,1/3/19,217 Cannon HOB; Washington DC 20515-4404,,202-225-5638,217 Cannon House Office Building,,,Republican,L000584,12/6/75,67205,female,https://www.govtrack.us/congress/members/mia_love/412656,N00033842,135957,repmialove,,202-225-3011,representative,,,UT,Rep.,Representative,https://love.house.gov,
Donald,,Beyer,"Beyer, Donald (Rep.) [D-VA8]",Rep. Donald Beyer [D-VA8],,,,115,,,TRUE,Representative for Virginia's 8th congressional district,8,1/3/17,1/3/19,1119 Longworth HOB; Washington DC 20515-4608,,202-225-0017,1119 Longworth House Office Building,,,Democrat,B001292,6/20/50,21141,male,https://www.govtrack.us/congress/members/donald_beyer/412657,N00036018,1707,repdonbeyer,,202-225-4376,representative,,,VA,Rep.,Representative,https://beyer.house.gov,
Barbara,,Comstock,"Comstock, Barbara (Rep.) [R-VA10]",Rep. Barbara Comstock [R-VA10],,,,115,,,TRUE,Representative for Virginia's 10th congressional district,10,1/3/17,1/3/19,229 Cannon HOB; Washington DC 20515-4610,,202-225-0437,229 Cannon House Office Building,,,Republican,C001105,6/30/59,57186,female,https://www.govtrack.us/congress/members/barbara_comstock/412658,N00036023,112252,RepComstock,,202-225-5136,representative,,,VA,Rep.,Representative,https://comstock.house.gov,
Stacey,,Plaskett,"Plaskett, Stacey (Rep.) [D-VI0]",Rep. Stacey Plaskett [D-VI0],,,,115,,,TRUE,Delegate for the Virgin Islands,0,1/3/17,1/3/19,331 Cannon HOB; Washington DC 20515-5500,,202-225-5517,331 Cannon House Office Building,,,Democrat,P000610,5/13/64,79090,female,https://www.govtrack.us/congress/members/stacey_plaskett/412659,N00035000,,staceyplaskett,,202-225-1790,representative,,,VI,Rep.,Delegate,https://plaskett.house.gov,
Dan,,Newhouse,"Newhouse, Dan (Rep.) [R-WA4]",Rep. Dan Newhouse [R-WA4],,,,115,,,TRUE,Representative for Washington's 4th congressional district,4,1/3/17,1/3/19,1318 Longworth HOB; Washington DC 20515-4704,,202-225-3251,1318 Longworth House Office Building,,,Republican,N000189,7/10/55,78315,male,https://www.govtrack.us/congress/members/dan_newhouse/412660,N00036403,51522,RepNewhouse,,202-225-5816,representative,,,WA,Rep.,Representative,https://newhouse.house.gov,
Glenn,,Grothman,"Grothman, Glenn (Rep.) [R-WI6]",Rep. Glenn Grothman [R-WI6],,,,115,,,TRUE,Representative for Wisconsin's 6th congressional district,6,1/3/17,1/3/19,1217 Longworth HOB; Washington DC 20515-4906,,202-225-2356,1217 Longworth House Office Building,,,Republican,G000576,7/3/55,77282,male,https://www.govtrack.us/congress/members/glenn_grothman/412661,N00036409,3493,RepGrothman,,202-225-2476,representative,,,WI,Rep.,Representative,https://grothman.house.gov,
Alex,,Mooney,"Mooney, Alex (Rep.) [R-WV2]",Rep. Alex Mooney [R-WV2],,,,115,,,TRUE,Representative for West Virginia's 2nd congressional district,2,1/3/17,1/3/19,1232 Longworth HOB; Washington DC 20515-4802,,202-225-7856,1232 Longworth House Office Building,,,Republican,M001195,6/5/71,76588,male,https://www.govtrack.us/congress/members/alex_mooney/412662,N00033814,,RepAlexMooney,,202-225-2711,representative,,,WV,Rep.,Representative,https://mooney.house.gov,
Evan,,Jenkins,"Jenkins, Evan (Rep.) [R-WV3]",Rep. Evan Jenkins [R-WV3],,,,115,,,TRUE,Representative for West Virginia's 3rd congressional district,3,1/3/17,1/3/19,1609 Longworth HOB; Washington DC 20515-4803,,202-225-9061,1609 Longworth House Office Building,,,Republican,J000297,9/12/60,76592,male,https://www.govtrack.us/congress/members/evan_jenkins/412663,N00035531,8297,RepEvanJenkins,,202-225-3452,representative,,,WV,Rep.,Representative,https://evanjenkins.house.gov,
Aumua,,Amata,"Amata, Aumua (Rep.) [R-AS0]",Rep. Aumua Amata [R-AS0],,,,115,,,TRUE,Delegate for American Samoa,0,1/3/17,1/3/19,1339 Longworth HOB; Washington DC 20515-5200,,202-225-8757,1339 Longworth House Office Building,,,Republican,R000600,12/29/47,5188,female,https://www.govtrack.us/congress/members/aumua_amata/412664,N00007635,,RepAmata,,202-225-8577,representative,,,AS,Rep.,Delegate,https://radewagen.house.gov,
Mark,,Walker,"Walker, Mark (Rep.) [R-NC6]",Rep. Mark Walker [R-NC6],,,,115,,,TRUE,Representative for North Carolina's 6th congressional district,6,1/3/17,1/3/19,1305 Longworth HOB; Washington DC 20515-3306,,202-225-8611,1305 Longworth House Office Building,,,Republican,W000819,5/20/69,76376,male,https://www.govtrack.us/congress/members/mark_walker/412670,N00035311,146255,RepMarkWalker,,202-225-3065,representative,,,NC,Rep.,Representative,https://walker.house.gov,
Daniel,M.,Donovan,"Donovan, Daniel (Rep.) [R-NY11]",Rep. Daniel Donovan [R-NY11],Jr.,,,115,,,TRUE,Representative for New York's 11th congressional district,11,1/3/17,1/3/19,1541 Longworth HOB; Washington DC 20515-3211,,,1541 Longworth House Office Building,,,Republican,D000625,11/6/56,74763,male,https://www.govtrack.us/congress/members/daniel_donovan/412672,N00036928,127760,RepDanDonovan,,202-225-3371,representative,,,NY,Rep.,Representative,https://donovan.house.gov,
Trent,,Kelly,"Kelly, Trent (Rep.) [R-MS1]",Rep. Trent Kelly [R-MS1],,,,115,,,TRUE,Representative for Mississippi's 1st congressional district,1,1/3/17,1/3/19,1721 Longworth HOB; Washington DC 20515-2401,,,1721 Longworth House Office Building,,,Republican,K000388,3/1/66,97322,male,https://www.govtrack.us/congress/members/trent_kelly/412673,N00037003,156389,reptrentkelly,,202-225-4306,representative,,,MS,Rep.,Representative,https://trentkelly.house.gov,
Darin,,LaHood,"LaHood, Darin (Rep.) [R-IL18]",Rep. Darin LaHood [R-IL18],,,,115,,,TRUE,Representative for Illinois's 18th congressional district,18,1/3/17,1/3/19,1424 Longworth HOB; Washington DC 20515-1318,,,1424 Longworth House Office Building,,,Republican,L000585,7/5/68,70020,male,https://www.govtrack.us/congress/members/darin_lahood/412674,N00037031,128760,RepLaHood,,202-225-6201,representative,,,IL,Rep.,Representative,https://lahood.house.gov,
Warren,,Davidson,"Davidson, Warren (Rep.) [R-OH8]",Rep. Warren Davidson [R-OH8],,,,115,,,TRUE,Representative for Ohio's 8th congressional district,8,1/3/17,1/3/19,1004 Longworth HOB; Washington DC 20515-3508,,,1004 Longworth House Office Building,,,Republican,D000626,3/1/70,102555,male,https://www.govtrack.us/congress/members/warren_davidson/412675,N00038767,166760,WarrenDavidson,,202-225-6205,representative,,,OH,Rep.,Representative,https://davidson.house.gov,
James,,Comer,"Comer, James (Rep.) [R-KY1]",Rep. James Comer [R-KY1],,,,115,,,TRUE,Representative for Kentucky's 1st congressional district,1,1/3/17,1/3/19,1513 Longworth HOB; Washington DC 20515-1701,,,1513 Longworth House Office Building,https://comer.house.gov/rss.xml,,Republican,C001108,8/19/72,76619,male,https://www.govtrack.us/congress/members/james_comer/412676,N00038260,35169,,,202-225-3115,representative,,,KY,Rep.,Representative,https://comer.house.gov,
Dwight,,Evans,"Evans, Dwight (Rep.) [D-PA2]",Rep. Dwight Evans [D-PA2],,,,115,,,TRUE,Representative for Pennsylvania's 2nd congressional district,2,1/3/17,1/3/19,1105 Longworth HOB; Washington DC 20515-3802,,,1105 Longworth House Office Building,https://evans.house.gov/rss.xml,,Democrat,E000296,5/16/54,56729,male,https://www.govtrack.us/congress/members/dwight_evans/412677,N00038450,9128,RepDwightEvans,,202-225-4001,representative,,,PA,Rep.,Representative,https://evans.house.gov,
Kamala,,Harris,"Harris, Kamala (Sen.) [D-CA]",Sen. Kamala Harris [D-CA],,,,115,116,117,TRUE,Junior Senator from California,,1/3/17,1/3/23,112 Hart Senate Office Building Washington DC 20510,https://www.harris.senate.gov/content/contact-senator,,112 Hart Senate Office Building,,,Democrat,H001075,10/20/64,1018696,female,https://www.govtrack.us/congress/members/kamala_harris/412678,N00036915,120012,SenKamalaHarris,,202-224-3553,senator,class3,junior,CA,Sen.,Senator,https://www.harris.senate.gov,
John,Neely,Kennedy,"Kennedy, John (Sen.) [R-LA]",Sen. John Kennedy [R-LA],,,,115,116,117,TRUE,Junior Senator from Louisiana,,1/3/17,1/3/23,383 Russell Senate Office Building Washington DC 20510,https://www.kennedy.senate.gov/content/contact-senator,,383 Russell Senate Office Building,,,Republican,K000393,11/21/51,1011723,male,https://www.govtrack.us/congress/members/john_kennedy/412679,N00026823,35496,SenJohnKennedy,,202-224-4623,senator,class3,junior,LA,Sen.,Senator,https://www.kennedy.senate.gov,
Margaret,Wood,Hassan,"Hassan, Margaret â€œMaggieâ€ù (Sen.) [D-NH]",Sen. Margaret â€œMaggieâ€ù Hassan [D-NH],,Maggie,,115,116,117,TRUE,Junior Senator from New Hampshire,,1/3/17,1/3/23,330 Hart Senate Office Building Washington DC 20510,https://www.hassan.senate.gov/content/contact-senator,,330 Hart Senate Office Building,,,Democrat,H001076,2/27/58,67481,female,https://www.govtrack.us/congress/members/margaret_hassan/412680,N00038397,42552,Senatorhassan,,202-224-3324,senator,class3,junior,NH,Sen.,Senator,https://www.hassan.senate.gov,
Catherine,,Cortez Masto,"Cortez Masto, Catherine (Sen.) [D-NV]",Sen. Catherine Cortez Masto [D-NV],,,,115,116,117,TRUE,Junior Senator from Nevada,,1/3/17,1/3/23,204 Russell Senate Office Building Washington DC 20510,https://www.cortezmasto.senate.gov/contact,,204 Russell Senate Office Building,,,Democrat,C001113,3/29/64,105698,female,https://www.govtrack.us/congress/members/catherine_cortez_masto/412681,N00037161,69579,sencortezmasto,,202-224-3542,senator,class3,junior,NV,Sen.,Senator,https://www.cortezmasto.senate.gov,
Tom,,Oâ€™Halleran,"Oâ€™Halleran, Tom (Rep.) [D-AZ1]",Rep. Tom Oâ€™Halleran [D-AZ1],,,,115,,,TRUE,Representative for Arizona's 1st congressional district,1,1/3/17,1/3/19,126 Cannon HOB; Washington DC 20515-0301,,,126 Cannon House Office Building,,,Democrat,O000171,1/24/46,104523,male,https://www.govtrack.us/congress/members/tom_ohalleran/412682,N00037515,28499,repohalleran,,202-225-3361,representative,,,AZ,Rep.,Representative,https://ohalleran.house.gov,
Andy,,Biggs,"Biggs, Andy (Rep.) [R-AZ5]",Rep. Andy Biggs [R-AZ5],,,,115,,,TRUE,Representative for Arizona's 5th congressional district,5,1/3/17,1/3/19,1626 Longworth HOB; Washington DC 20515-0305,,,1626 Longworth House Office Building,,,Republican,B001302,11/7/58,105145,male,https://www.govtrack.us/congress/members/andy_biggs/412683,N00039293,28088,RepAndyBiggsAZ,,202-225-2635,representative,,,AZ,Rep.,Representative,https://biggs.house.gov,
Ro,,Khanna,"Khanna, Ro (Rep.) [D-CA17]",Rep. Ro Khanna [D-CA17],,,,115,,,TRUE,Representative for California's 17th congressional district,17,1/3/17,1/3/19,513 Cannon HOB; Washington DC 20515-0517,,,513 Cannon House Office Building,,,Democrat,K000389,9/13/76,31129,male,https://www.govtrack.us/congress/members/ro_khanna/412684,N00026427,29473,RepRoKhanna,,202-225-2631,representative,,,CA,Rep.,Representative,https://khanna.house.gov,
Jimmy,,Panetta,"Panetta, Jimmy (Rep.) [D-CA20]",Rep. Jimmy Panetta [D-CA20],,,,115,,,TRUE,Representative for California's 20th congressional district,20,1/3/17,1/3/19,228 Cannon HOB; Washington DC 20515-0520,,,228 Cannon House Office Building,,,Democrat,P000613,10/1/69,104727,male,https://www.govtrack.us/congress/members/jimmy_panetta/412685,N00038601,169078,RepJimmyPanetta,,202-225-2861,representative,,,CA,Rep.,Representative,https://panetta.house.gov,
Salud,,Carbajal,"Carbajal, Salud (Rep.) [D-CA24]",Rep. Salud Carbajal [D-CA24],,,,115,,,TRUE,Representative for California's 24th congressional district,24,1/3/17,1/3/19,212 Cannon HOB; Washington DC 20515-0524,,,212 Cannon House Office Building,,,Democrat,C001112,11/18/64,104728,male,https://www.govtrack.us/congress/members/salud_carbajal/412686,N00037015,81569,RepCarbajal,repcarbajal,202-225-3601,representative,,,CA,Rep.,Representative,https://carbajal.house.gov,
Nanette,,BarragÃ¡n,"BarragÃ¡n, Nanette (Rep.) [D-CA44]",Rep. Nanette BarragÃ¡n [D-CA44],,,,115,,,TRUE,Representative for California's 44th congressional district,44,1/3/17,1/3/19,1320 Longworth HOB; Washington DC 20515-0544,,,1320 Longworth House Office Building,,,Democrat,B001300,9/15/76,104730,female,https://www.govtrack.us/congress/members/nanette_barragan/412687,N00037019,166270,RepBarragan,,202-225-8220,representative,,,CA,Rep.,Representative,https://barragan.house.gov,
J.,Luis,Correa,"Correa, Luis (Rep.) [D-CA46]",Rep. Luis Correa [D-CA46],,,,115,,,TRUE,Representative for California's 46th congressional district,46,1/3/17,1/3/19,1039 Longworth HOB; Washington DC 20515-0546,,,1039 Longworth House Office Building,,,Democrat,C001110,1/24/58,46310,male,https://www.govtrack.us/congress/members/luis_correa/412688,N00037260,9732,reploucorrea,,202-225-2965,representative,,,CA,Rep.,Representative,https://correa.house.gov,
Lisa,,Blunt Rochester,"Blunt Rochester, Lisa (Rep.) [D-DE0]",Rep. Lisa Blunt Rochester [D-DE0],,,,115,,,TRUE,Representative for Delaware At Large,0,1/3/17,1/3/19,1123 Longworth HOB; Washington DC 20515-0800,,,1123 Longworth House Office Building,,,Democrat,B001303,2/10/62,104772,female,https://www.govtrack.us/congress/members/lisa_blunt_rochester/412689,N00038414,173249,RepBRochester,,202-225-4165,representative,,,DE,Rep.,Representative,https://bluntrochester.house.gov,
Matt,,Gaetz,"Gaetz, Matt (Rep.) [R-FL1]",Rep. Matt Gaetz [R-FL1],,,,115,,,TRUE,Representative for Florida's 1st congressional district,1,1/3/17,1/3/19,507 Cannon HOB; Washington DC 20515-0901,,,507 Cannon House Office Building,,,Republican,G000578,5/7/82,104528,male,https://www.govtrack.us/congress/members/matt_gaetz/412690,N00039503,117101,RepMattGaetz,,202-225-4136,representative,,,FL,Rep.,Representative,https://gaetz.house.gov,
